stage, knee_angle, hand_distance, hip_angle, elbow_angle, rating
Drive,8.562387864632745,15.0,71.40677594566387,123.91255047790717,
Drive,5.6237652417217365,12.0,71.725094837684,93.5195244371769,
Drive,4.500120356391182,11.0,70.29554640032657,79.59814963437894,
Drive,3.9784419197506997,4.0,67.92597189129664,27.08749061403675,
Recovery,3.508568221274511,12.0,66.70222473918479,10.712431520811592,
Recovery,4.86569720518695,11.0,66.24131907471026,38.44626530619658,
Recovery,4.7921967427433785,7.0,65.78365455843999,44.89601503338236,
Drive,4.152246179446765,5.0,65.43282867939868,40.97627789558591,
Recovery,4.24989630556599,8.0,65.10328627121532,45.24363005851401,
Recovery,3.552643123193256,7.0,64.55825153699745,35.65731643991651,
Recovery,4.185729063928273,9.0,64.33187405488337,28.802677043847098,
Recovery,4.226785295216834,14.0,64.4499253475865,38.170200755186364,
Recovery,4.259884727744544,14.0,65.13630342824813,87.98540121212946,
Recovery,4.4219334806836965,21.0,65.93436841944273,111.68502981187311,
Recovery,5.081650912511874,25.0,66.60223608407394,109.60629841230892,
Recovery,5.848673052647526,31.0,67.2267843856498,120.57922687248902,
Recovery,6.862225620915994,30.0,68.06151953229353,128.9495221166922,
Drive,7.094692372968566,34.0,68.63897983874743,135.98161262678056,
Recovery,8.090125294472287,30.0,69.49857419143376,142.63132854499236,
Drive,8.92801677124827,30.0,70.62348596565866,163.83432598349793,
Recovery,9.667228636151465,28.0,71.78017824942604,171.38435181583586,
Drive,10.258630361889015,29.0,72.56512530520071,179.99999914622634,
Drive,9.345096927202952,28.0,73.08198714792194,179.1766724482295,
Recovery,8.941668096706524,29.0,73.83228234535837,172.47508305437606,
Drive,8.395064648552056,24.0,74.37576541881316,167.80821993187715,
Recovery,8.907952295336484,22.0,75.67728002179645,168.21583871915252,
Recovery,8.885676751749223,26.0,77.18510589189077,165.6155042327865,
Recovery,11.252068389998412,27.0,78.78508531534644,166.1333872794609,
Recovery,13.166025404003241,29.0,79.65131591200455,169.0780969369018,
Recovery,15.397064322101782,27.0,81.31024971086043,169.59166939418841,
Recovery,15.996095132171634,27.0,82.1895855964993,170.08109073097344,
Recovery,17.69975416987222,23.0,83.71522001584043,167.39608167070693,
Recovery,19.071478878159535,22.0,84.69129964522709,168.4723706968068,
Recovery,21.31825203251152,19.0,85.36453657309735,163.38153705734044,
Recovery,23.087964610174005,21.0,86.34223336102562,160.47207475455738,
Recovery,24.924281009885902,20.0,87.88866937442398,160.16573908746548,
Recovery,26.610272777406166,15.0,89.4694986833262,169.1520038370562,
Recovery,27.947555813232793,5.0,89.7359660187409,174.01242103459293,
Recovery,30.196208007473835,0.0,88.68610697550206,173.9065069922733,
Recovery,33.395087149213246,1.0,87.90793372051985,172.2519918307862,
Recovery,36.30302838032876,2.0,85.38523342211157,168.70243441106996,
Recovery,39.22985996474974,3.0,83.68763524535194,170.14473512429822,
Recovery,41.4892584421422,9.0,82.75130164242617,167.10856561688587,
Recovery,41.41596147290264,12.0,82.53650554001466,166.12842165553045,
Recovery,41.51313579004925,12.0,81.79985394050121,168.00860801037877,
Recovery,44.304372454477445,13.0,79.65131591200455,168.57586265826535,
Recovery,44.35354391794365,13.0,78.73777424227643,167.32411906396248,
Recovery,44.92547839413928,14.0,77.68329971435315,168.18176750838813,
Recovery,45.70837931211163,14.0,78.83511982245142,166.5695909932501,
Recovery,44.15395497282051,16.0,78.35218563270337,168.09411609126695,
Drive,44.95274900705874,16.0,77.5781371587423,166.73178688394856,
Recovery,43.35846008623297,14.0,77.39139320663377,168.08078235908758,
Recovery,43.94282285082172,16.0,77.5781371587423,168.99457112177362,
Recovery,44.80940909872507,16.0,76.55138494831348,170.15612305565838,
Recovery,47.82623694133732,13.0,75.8465874121486,172.94574826663535,
Drive,47.584699027154464,9.0,76.08104557911489,173.07710130250288,
Recovery,48.61400044062218,5.0,75.8465874121486,176.33577135689538,
Recovery,49.32525615782118,2.0,75.3180322586064,176.41380535720867,
Recovery,53.28799265344694,2.0,74.45019583029841,177.91671789879385,
Recovery,54.97212401478772,4.0,73.98882252119154,176.61284155297778,
Recovery,54.665249743229985,5.0,73.5295715603914,174.8548604002236,
Drive,55.46770292587592,6.0,73.36904629327857,174.90144372765405,
Drive,55.44478795497207,6.0,73.43679614236675,174.10085824845007,
Recovery,56.135810278995045,6.0,73.89164725885341,174.07872929072298,
Drive,57.04149394109309,7.0,73.73035300774039,174.3936986110988,
Drive,57.497840607461484,12.0,75.79030868800554,175.0834958112709,
Recovery,56.038894667963845,11.0,77.65357933127316,175.80909247267468,
Recovery,53.59800641113295,12.0,77.6309384740745,178.2269324591064,
Recovery,52.76173165773428,12.0,78.06046891756952,178.0879604025059,
Drive,49.586352857057506,15.0,76.68821671420615,178.16097361244186,
Drive,48.013063150855785,16.0,77.76680579096369,179.08610621006014,
Drive,44.60360060575494,17.0,79.62764086077529,177.66255838593682,
Drive,42.81208111357053,17.0,80.07998703759796,173.78723060736058,
Drive,38.31113777600895,15.0,82.3718503314193,173.23288844089367,
Drive,36.72185074923996,15.0,81.46923439005187,175.34449257198662,
Drive,31.313485175909623,14.0,81.54497232282256,167.19979012539477,
Drive,28.0687292109463,17.0,79.99202019855866,166.86597769360378,
Drive,24.972469091542198,19.0,77.17362481772723,160.77246094271325,
Drive,23.852897078041394,17.0,73.04182015224454,155.34042949189498,
Drive,15.83413460719912,20.0,71.40893227321969,149.48845401296185,
Drive,13.013309703716924,19.0,71.17528998175993,133.9665968115682,
Drive,8.106422584632115,14.0,70.69819356350656,105.75243429666547,
Recovery,8.771626520081137,10.0,69.76290572393715,86.30390514231182,
Drive,6.1871048197379555,7.0,68.10632685827157,48.068773991109815,
Drive,4.334397953119085,8.0,66.54097591853844,22.7192432989173,
Recovery,4.806386201338848,10.0,65.7609648734209,16.59752877571478,
Drive,3.888972014004972,8.0,64.5473484392198,30.182930029629045,
Recovery,4.443831916727671,4.0,64.55825153699745,34.978185651075954,
Recovery,5.036220734896999,2.0,63.99665415548856,33.35691226147746,
Recovery,4.687181980121526,5.0,63.43494882292201,31.695059401915117,
Drive,4.295840511271424,8.0,63.546854499988214,19.526165048184634,
Drive,4.063539227778694,13.0,63.323261285024046,15.80251395393561,
Recovery,4.42240001552176,18.0,63.8816904869374,71.3131109341912,
Recovery,3.868964461290028,20.0,64.67785752120461,96.05419189411484,
Recovery,4.7482711053966415,26.0,65.36681214044467,110.17119178626754,
,,,,,4
Drive,5.368465155000889,29.0,67.7406004320874,128.59040358402524,
Recovery,5.368465155000889,29.0,67.7406004320874,128.59040358402524,
Recovery,72.66622228129044,36.0,62.420970100136714,113.754969832529,
Recovery,118.52002671815396,36.0,53.3438915840331,84.78038023031019,
Recovery,129.05584863696814,12.0,44.10282399101242,48.13316595730072,
Recovery,100.40465689510442,2.0,36.997009538274234,46.33949337249739,
Recovery,98.28465706853056,1.0,36.742361341149184,44.28465286438489,
Drive,87.89529959073278,4.0,36.14347409653873,41.074801197542655,
Drive,80.95588773347149,6.0,34.824489156956794,39.33299306026441,
Drive,77.45257011566507,6.0,33.31063082456081,37.88156166070319,
Recovery,77.1858276344002,1.0,32.92786265316414,36.65809869720843,
Recovery,75.16105152934101,4.0,32.133956971535625,36.20901186362996,
Drive,72.87426109900915,4.0,31.796334140308893,34.34296942754583,
Drive,68.97569533126793,4.0,30.80649495211187,32.62665583683773,
Drive,67.97092977474999,3.0,30.753304661204343,29.640869176785714,
Drive,65.01771183850629,3.0,30.45767029340816,28.265499754521983,
Drive,58.69699573562982,7.0,29.8217109921108,26.086965039993096,
Drive,47.99224392687855,6.0,29.16124328904725,22.64335821490642,
Drive,37.3370276459304,9.0,28.87242417404019,20.608604040858733,
Drive,28.77217230301615,11.0,28.258029614706892,19.768751833802,
Drive,21.37062226934318,11.0,28.072486935852957,17.697902097845056,
Drive,13.112370759749869,13.0,27.299572211332805,16.132364487438032,
Drive,9.191858388986606,15.0,26.787126729771455,15.870709640217964,
Recovery,7.889231935483658,16.0,26.34211152588047,13.818152745046829,
Drive,7.592334021564761,18.0,26.415062568090534,11.308566717089604,
Drive,8.190540917723341,20.0,26.415062568090534,8.925703497346618,
Recovery,9.296008909482953,19.0,26.71563106564376,5.7121769063514,
Recovery,9.425672578180444,18.0,27.01857030303596,4.358903406376538,
Recovery,10.400448704664592,15.0,27.24174151735732,2.6934551506459425,
Drive,9.973081517143576,16.0,27.318899510148757,4.145432786410174,
Drive,9.007571104067505,15.0,27.396461912690963,4.164547661914514,
Recovery,9.142924004961504,15.0,27.318899510148757,4.822357642259683,
Recovery,9.552504367833814,15.0,27.015598478862213,5.293030951061162,
Recovery,9.692263903001718,16.0,27.015598478862213,6.201754613885755,
Recovery,10.101598186184772,19.0,27.015598478862213,10.595658205047306,
Recovery,10.666441482472452,20.0,27.015598478862213,14.956705883062892,
Recovery,11.095530744896756,17.0,26.939528063800815,17.400306314060366,
Recovery,10.283361435144915,16.0,26.56505117707799,19.31884546746731,
Recovery,8.99133215574134,19.0,26.268568547741086,26.967453165419492,
Drive,8.594802013196714,19.0,26.272354977342815,31.11709009870287,
Drive,7.299839868360971,18.0,25.981908162980115,32.597362499377795,
Recovery,8.649312665516852,15.0,25.769327624338718,34.00952248124645,
Recovery,10.150247394245149,17.0,25.559965171823812,37.62469339996899,
Recovery,12.712022392907238,16.0,25.497551493337784,38.87659175835897,
Recovery,17.911912467548905,14.0,25.368630197954452,41.38688908494162,
Recovery,20.52625986921619,14.0,25.101608713823374,42.679855207228634,
Recovery,25.451797941813126,12.0,25.523424501068018,42.00013033378894,
Recovery,29.131983477080002,13.0,26.151867622050414,42.30087561354954,
Recovery,31.349660034005836,13.0,26.910202300242116,42.03074480060688,
Recovery,33.54900797830137,14.0,27.458078535812685,42.48005144185332,
Recovery,40.72150304666502,13.0,28.487928245594304,42.91991252292667,
Recovery,51.25145826016658,13.0,29.18955857748648,43.04947260808741,
Recovery,56.45316658095506,14.0,30.14567801382286,44.03150300191379,
Recovery,66.22182961387294,16.0,30.300947373657188,44.07976263947973,
Recovery,71.61851251109174,14.0,30.778505234609028,43.67535911119089,
Recovery,80.32769151841555,14.0,31.546764693544603,44.25856659473764,
Recovery,82.21436139426658,11.0,31.841071127663866,45.114383280822665,
Recovery,85.98100724652419,6.0,32.2687345486303,46.1120772727124,
Recovery,87.23628967751951,5.0,32.7352262721076,47.97836335663647,
Recovery,85.63400332793039,1.0,33.20896923400929,49.18187493224325,
Recovery,80.31254493407702,0.0,33.908419287170375,49.00224395192277,
Recovery,86.14172892939295,2.0,34.74528105957551,50.36165523321464,
Drive,95.69030716557783,2.0,36.20258929000894,49.63868220816394,
Recovery,97.15471866843549,2.0,36.9016053235773,53.431466661793955,
Recovery,100.7092498544394,2.0,37.665621198583295,53.62975736733048,
Drive,100.91787447079481,3.0,37.44251824217444,51.86809281880645,
Recovery,102.23875542341125,3.0,37.79138091931275,50.55017940598426,
Drive,101.90438999406872,3.0,37.62623363866979,51.1596027599398,
Drive,98.6453382810821,6.0,37.339524665533666,47.80483845739515,
Recovery,97.776730129185,6.0,36.99527114270714,48.01858163145201,
Drive,93.39771782568842,4.0,36.09567748091596,46.13600592763481,
Drive,89.71497196875237,0.0,35.844648775917896,45.406653615846466,
Recovery,88.45226646329702,0.0,36.02737338510361,44.36797353972771,
Drive,87.8926062571624,1.0,36.33794774677442,44.608304173289966,
Drive,84.25201120850295,1.0,35.97036267803489,43.945287054219015,
Drive,77.88666452561272,0.0,34.74318015830361,42.38790468742928,
Recovery,81.52276915249179,2.0,34.15518909789126,39.61433574879452,
Recovery,79.86837767574923,5.0,33.31063082456081,39.749586629047506,
Recovery,75.06525422773161,6.0,32.26216929612591,38.22411699028967,
Drive,73.3461016894227,7.0,31.379312469399704,35.65926657716678,
Drive,70.1889653094324,6.0,31.637184049592495,33.787835882532846,
Drive,68.4670903157567,6.0,31.147144317618466,31.99348747909153,
Drive,65.8348946740491,7.0,30.411081267125372,29.31920299304546,
Drive,58.19149738726161,8.0,29.374859313148267,26.66548188844205,
Drive,54.5409919023218,8.0,29.34085462586112,25.213189301518767,
Drive,45.153016127056674,6.0,29.069709761662327,21.791316399038415,
Drive,36.22751733833012,9.0,29.14545356762169,20.61192390784139,
Drive,29.025320556996444,12.0,29.16124328904725,19.693277774968863,
Drive,22.001525623680774,9.0,28.648921807992508,15.987224718145622,
Drive,14.512188286798326,12.0,27.7356832434243,14.241051378597277,
Drive,11.787121158774143,13.0,27.44532679310386,13.312507126964993,
Drive,9.488110554994028,14.0,27.081880530875083,11.20781500300396,
Recovery,9.465553340055123,15.0,27.01266534793854,9.245287058023127,
Recovery,8.617728162606127,17.0,27.09206713701219,6.294995116085146,
Recovery,9.195135954778591,17.0,27.396461912690963,5.100600970982644,
Recovery,9.696393541138924,16.0,27.246210650718144,3.557086144592276,
Recovery,9.823509064887956,15.0,27.16893689920677,3.0419998776146837,
Recovery,11.09743171629174,16.0,27.46845771539136,4.130076240868104,
Recovery,11.254500608849753,15.0,27.391014368953165,4.753145194831676,
Recovery,10.406008631600475,14.0,27.24174151735732,4.3070413692663045,
Recovery,9.676788149748841,17.0,26.791515529419176,6.653634402629406,
Recovery,10.56805264484805,18.0,26.64014389884364,10.166665921209962,
Recovery,10.854255162850093,18.0,26.489859908546457,14.286365956218603,
Recovery,9.710356830327418,17.0,26.71563106564376,18.459582214545257,
Recovery,9.427650031009431,18.0,26.639655014490696,23.763213793184576,
Drive,8.591763190332706,19.0,26.49131147581836,30.65066795705286,
Drive,7.652320058065172,19.0,26.418888791298514,33.558956131232584,
Recovery,8.226801240413815,16.0,26.202424503115477,34.443665208674716,
Recovery,9.77702700865004,13.0,25.704603535284463,36.293490081959064,
Recovery,12.567202682060627,17.0,25.99637725058897,39.651802462888526,
Recovery,14.867076534691062,16.0,25.720457131658428,40.34243215404626,
Recovery,17.66442963409069,16.0,25.584534544037,41.6607634594583,
Recovery,21.996405623122804,14.0,25.596374262144245,43.76342276678568,
Recovery,25.23437484828574,14.0,25.942295489871675,44.51261854635468,
Recovery,30.638839509007504,11.0,26.702946890403933,43.21840144744173,
Recovery,32.79119769110153,11.0,27.047675690639714,43.19191531353205,
Recovery,35.24937539705775,13.0,27.808913667281544,44.34155510380859,
Recovery,45.35154657333987,13.0,28.363603030943345,44.69172437633205,
Recovery,55.38560557405129,15.0,29.20546151643516,44.39629102044991,
Recovery,60.1791888349903,15.0,29.955879196359223,44.78644211378511,
Recovery,70.02176950715196,13.0,30.512617985286237,46.384051056557944,
Recovery,77.37323035804509,10.0,31.01705491624697,46.08651081629487,
Recovery,78.5334224009519,7.0,30.804010348847516,46.01414978332605,
Recovery,79.39351575662673,6.0,31.627794712024507,46.39898979379208,
Recovery,83.76757253918173,2.0,31.923038080080556,46.40312656121743,
Recovery,87.6814445535329,2.0,32.650802296595565,47.05496168352689,
Recovery,87.34156485612141,1.0,33.25436657471205,48.50020086828398,
Recovery,88.20575311564319,0.0,34.6551425185248,48.98528670135929,
Drive,90.66985288170888,1.0,35.88759944929678,48.741287518570765,
Recovery,95.15008233801983,1.0,36.6472055653347,51.81115696740738,
Recovery,98.94758475481561,1.0,37.38288476191901,49.770664308066614,
Drive,99.65905639941914,1.0,37.60770844501548,51.622977157943666,
Drive,101.26630263853983,0.0,37.636778065422256,51.153251176464515,
Drive,100.5937725285498,3.0,37.59752441797568,55.36550611977691,
Drive,98.82046177425055,4.0,37.43467893156771,49.71641666164044,
Drive,95.04209384797353,3.0,36.83880932577332,48.400877891192735,
Drive,93.43865520606958,4.0,36.589191118977304,46.35834122461535,
Recovery,90.51616422976484,2.0,36.33794774677442,45.0,
Drive,88.87927394354969,1.0,36.08507304285213,44.415585878327455,
Recovery,87.89637812451032,4.0,36.08507304285213,45.017188978895085,
Recovery,87.347599324025,1.0,35.992830113858965,43.56575473102831,
Recovery,83.1906190044321,2.0,34.65681577883368,41.21466193656458,
Drive,80.36541308081824,4.0,33.81701513105159,39.26562882072655,
Drive,75.63222140988297,5.0,32.8902518768849,38.37236065326567,
Drive,71.6817618587022,8.0,31.95692329899058,37.24305176836313,
Recovery,69.54415264987067,6.0,31.351058741368277,34.11222183896008,
Recovery,67.2535375692069,7.0,30.46554491945988,32.05848173304535,
Recovery,67.3888100967373,7.0,30.488940499830928,31.20544158326827,
Drive,61.69677564730557,8.0,29.8217109921108,28.73382435523738,
Drive,54.97464191230081,7.0,29.28142706105902,25.976681677954588,
Drive,46.418924240664296,6.0,29.20546151643516,22.93168663910561,
Drive,37.60459472049437,11.0,29.084999735224674,22.163284386924545,
Drive,30.064317203979254,13.0,28.948078204133967,19.934554645577453,
Drive,23.366745209455626,11.0,28.547302968095547,17.155394998335865,
Drive,17.45241232293838,12.0,28.09160783603185,14.97855764115299,
Drive,12.532046649745034,12.0,27.743204472006287,12.60623106685388,
Drive,9.443487827416867,13.0,27.38033065646097,10.205128715573295,
Recovery,9.559472677953863,18.0,26.937096464281286,8.9526422207162,
Recovery,10.538044677718272,19.0,27.01266534793854,6.638623925590056,
Recovery,9.973244185844433,20.0,26.865813661321482,5.542148512461509,
Drive,9.304818073033632,19.0,26.941991656675125,4.893230379961122,
